nama,rating,tanggal,ulasan,nama_hotel,kota
Radi,"7,2",09 Apr 2017,"We were here for just one night. Found the fridge to be not working, AC not cooling properly, and the door key was not working either. It seemed like a rebranded hotel made from an old one, with connected buildings and forced blocked views.  The setting could be much better but they have set up walls everywhere making the hallways claustrophobic. Breakfast was very good. Swimming pool was also good. 
What was most annoying for us was how the reception dealt with our doorkey problem. The electronic card key was not working from the beginning at noon. And the reception checked the same thing twice and gave us the key saying it is okay... it will work when we return from shopping. We were back nearly at 10:50pm and we had to go to the room to find out we could not get in. We called the reception taking help from the guests fro. the room besides us but still they said that we needed to go down to talk to them again. At 11pm we were exhausted but had to go up and down with all our bags because their keys would not work that we informed from noon. At the end they opened the door again with admin key and then later at night someone came to fix it. 
I would not really recommend it much for the service much. But the location and food is perfect. Exactly near the airport and easy to shop from here. So you can still give it a try.",eden kuta hotel bali,Bali
zhousheng,"6,4",08 Apr 2017,The facility is old. Aircon not working. Not clean enough in the room,eden kuta hotel bali,Bali
Muhammad,"9,6",26 Mar 2017,Best hotel,eden kuta hotel bali,Bali
Matthew,"8,4",22 Mar 2017,Was convenient for first arrival in bali. Beach access was a fair walk.,eden kuta hotel bali,Bali
Rama,"5,2",15 Mar 2017,Good,eden kuta hotel bali,Bali
cathy,"8,4",15 Mar 2017,"Very good location and service, near discovery mall and many shops near hotel, clean and good view.",eden kuta hotel bali,Bali
NAVANEETHA,"5,2",06 Mar 2017,"Was not up to the 4 star standard.
1. Ac not working properly in all 4 rooms we booked.
2. Water drainage and cleanliness of the bathroom and the room was questionable.
3. Staff response was okay.
4. Not worth for the money we paid.
5. Old property.",eden kuta hotel bali,Bali
Katie,"8,4",06 Mar 2017,"We booked a room for the 8 hours as our flight left late at night and could not get  late checkout at our current hotel. Whilst we could have left our belongings it would have been a very long day with nowhere to relax or shower before the dreaded trip home. It was very cheap which was great. The room was fine, clean and great for the time we were there. Had a beer at in pool bar where the staff were lovely but the facilitites could use with an upgrade. Not that that worried us as it was just a stop in. Whilst great for what we were there for and with only the basic room I would recommend on it as a transfer hotel. I can not comment on longer stays.",eden kuta hotel bali,Bali
SATRIYAS,"9,2",24 Feb 2017,It is better if there is a lamp or table lamp so that I can do my work using my laptop on the table  instead of on the bed.,eden kuta hotel bali,Bali
Sam,"6,4",06 Mar 2023,"Great location.  Close to Beach. Shopping. Resturants . Entertainment. 
Good value

Budget hotel with limited facilities. Tired.  Basic breakfast .",eden kuta hotel bali,Bali
HSIANGJU,"3,6",19 Feb 2023,"The corridor is full of cigarette smell, then I ask the staff to change room for me. Then the room is dark and facilities are pretty old, there is only one wall socket behind the wall, I even see few cockroaches in the room. And even it’s just a bed sheet instead of quilt. And the location here is not That good.
But the staff are really helpful, they change the room for me immediately, also give me some information about this area.",eden kuta hotel bali,Bali
Pradep,"8,4",26 Mar 2017,"Staff's were very friendly and helpful, located in da heart city of kuta so very much accessible to many places 
Rooms were a bit smelly",eden kuta hotel bali,Bali
Genevieve,"9,6",22 Mar 2017,"Can not fault the friendly staff, great English and easy to communicate with. Clean hotel, nice pool, swim up bar even better! Close to lippo and discovery malls and a short walk to beach, kits square and Legian. Great breakfast also! Cannot fault, great value for money!",eden kuta hotel bali,Bali
Yumi,"6,0",15 Mar 2017,"Location great. 5 mins to discovery shopping mall 3mins to Lippo mall, 7 mins to waterbom. Pool, too small not like on web pictures. We stayed family room which is suit room plus eden room. Again not like on web pictures. Toilet smells like drain,  tab lid is broken. I called HK to explain but they only said that's broken. Breakie is western and Indonesian half and half, using lots of spices which made my son tummy  problem. 
Cheap, great location that what you after it's good place to be.",eden kuta hotel bali,Bali
Katie,"8,8",15 Mar 2017,"Get the pool access room with breakfast. Staff were lovely, beds nice and awesome pool with swim up bar.plenty of shops,  Laundry, restaurants and massages within a 2 min walk.",eden kuta hotel bali,Bali
TOMOMI,"7,6",06 Mar 2017,"スタッフが愛想が良く親切
ホテルは古い",eden kuta hotel bali,Bali
Liana,"8,0",06 Mar 2017,Good,eden kuta hotel bali,Bali
Liana,"7,2",24 Feb 2017,Good,eden kuta hotel bali,Bali
Praveen,"8,4",06 Mar 2023,Good Location.....Neat and friendly staff..Good access to the city.....,eden kuta hotel bali,Bali
Juanita,"7,6",19 Feb 2023,"The location of Eden Hotel is excellent. Its right in the middle of a bustling road, which has dual carriage so easy to hop a taxi in any direction. Lots of restaurants and coffee shops, just next door. Close to Water Bom , and  also in the middle of two malls. Lots of banks, money changers, mini marts and shopping within a few feet of the hotel.
I was pleasantly upgraded to a suite. The room was comfy and clean. Though the decor was a bit jarring. 
Breakfast was OK. But there are lots of options nearby so not dependant on the hotel food.",eden kuta hotel bali,Bali
Shanmugar,"5,2",18 Jan 2023,"We didn't have a good experience with EDEN. Terrible wifi connection. You can only get a better connection when you go up to the reception.  You can even hear if the person next door sneezes. I saw the bad reviews few days before my trip but still went ahead with it cause if I were to cancel, they'll deduct the first night's amount. But seriously it was a huge mistake. Definitely not recommending this hotel at all!",eden kuta hotel bali,Bali
juliaty,"9,2",27 Dec 2022,Rekomended this hotel,eden kuta hotel bali,Bali
Anthony,"8,0",21 Sep 2022,"The best you. Will find this close to the airport, quiet, good breakfasts, comfortable place and clean pool.good quality sheets.the twin room wasn’t anything special just a couch and another tv.food was good and room service quick.for early morning flights it’s perfect",eden kuta hotel bali,Bali
Aznira,"8,0",09 Aug 2022,"the hotel is comfortable to sleep
cleanliness is very satisfying
staff service is very satisfied
suitable breakfast
only two problems
firstly the air conditioner should not have such a position
took refuge under stone ornaments until we slept in the heat
for the first night with heat with mosquito ...
The next day we had to move another room
but still less cold air conditioner is just no mosquito
the pool problem
many travelers are drinking in the pool
so we are muslim hard to be with the shower
a little bit disturbed should be confused with Muslims and non Muslims
we are from malaysia that Islam is quite sensible with this issue

please note the hotel can take note
tQ",eden kuta hotel bali,Bali
Law,"6,8",26 Jul 2022,"Everything is ok, but only got some bugs bite in the night (maybe from the bed)",eden kuta hotel bali,Bali
Heng,"10,0",20 Jul 2022,"Right location, right price, friend & helpful staff",eden kuta hotel bali,Bali
Randy,"3,2",23 Jun 2022,"everythings in the room is old,dirty, aircond is not working. sad. reception not profesional in their field. if you dont think about budget! dont ever stay here.. there is more other hotel with the same price or even lowerst is much better. i'm not sure why he get 8.1  in agoda.",eden kuta hotel bali,Bali
Avdhesh,"2,0",15 May 2022,"Too crowded and ineffecient staff. They couldn't clean bfast tables, utensils are not cleaned properly ..This hotel just privides a night to stay.. don't expect anything beyond bed here",eden kuta hotel bali,Bali
Gina,"4,4",03 May 2022,"when we check in room attendant not change bed sheet they use linen from previous guest and so many stain and blood spot on the linen,we're called for change linen at 4 pm we went out at that time and put make up sign when we come back at 9:30 pm our bed sheet was not change I call back front desk room attendant came  grumbled and he was not friendly and rude, we stay 5 day and we're not happy with cleanllines and room attendant",eden kuta hotel bali,Bali
Janet,"10,0",18 Jan 2023,I am always here each time i return,eden kuta hotel bali,Bali
Madhan,"8,0",27 Dec 2022,"Suitable for all kind of traveler have restaurant pool, bar only draw back is Spa running with less staff not able to go there because of in staff busy need appointment. Food ok, we never eat breakfast at hotel and also no time to take breakfast at hotel with busy schedule. Worth for the deal around 33$",eden kuta hotel bali,Bali
Sylvester,"8,4",21 Sep 2022,Very friendly staff and the location is just nice. walking distance to 2 big mall nearby and about 45 mins walk to Hard rock and beachwalk mall. highly recommended.,eden kuta hotel bali,Bali
Ha,"7,2",09 Aug 2022,"_ 2pm: staff said ""your room is not available""
_ 2:20pm: again
_ 2:40pm: ""your room is not available now and I don't know exactly time""
- 3pm: again.  
Until I was angry with staff, we could get the room we paid via Agoda.",eden kuta hotel bali,Bali
Dananto,"10,0",26 Jul 2022,"great hotel, nice stay",eden kuta hotel bali,Bali
YANHAI,"7,2",20 Jul 2022,great locatjiob===,eden kuta hotel bali,Bali
Antonius,"8,4",23 Jun 2022,"Good location, near airport and also close to Kuta Beach",eden kuta hotel bali,Bali
Sheila,"9,6",15 May 2022,"The room was spacious enough. Amenities in the bathroom are quite complete. Lobby isn't big. Breakfast was better than expected, quite decent. Location is very good.",eden kuta hotel bali,Bali
Adam,"10,0",03 May 2022,Location and value,eden kuta hotel bali,Bali
Ya-hui,"9,2",21 Aug 2017,Value for money.Excellent location.Walking distance to Lippo mall and Discovery shopping mall and Kuta beach.Friendly staff.Will definitely stay again.,eden kuta hotel bali,Bali
Peck,"8,0",17 Aug 2017,"Staff can't understand well the type of room I booking for. Actually i book in Agoda 2 family room with 2 Deluxe Double or Twin Room, ended gave us 4 room with 2 single bed.",eden kuta hotel bali,Bali
Adam,"10,0",17 Aug 2017,"Great location. Friendly staff.  Competitive price. 
All-round complete service for your stay in Kuta",eden kuta hotel bali,Bali
